date,Tráfico real,Tráfico estimado sin subvención,banda baja del intervalo de confianza,banda alta del intervalo de confianza
2020-05-15,4.81532779304713,5.07078717328664,4.87434359999134,5.27853593828175
2020-05-16,4.87810907405886,4.87593224654326,4.69919339293698,5.07514039149013
2020-05-17,4.51326131735194,4.8730845750015,4.66477236429583,5.07797845526353
2020-05-18,5.61292363351006,5.49758570084639,5.28386317004888,5.70560149581776
2020-05-19,5.61994107604831,5.52514290315496,5.31832460483334,5.72297229383461
2020-05-20,5.62528416669007,5.55003734823169,5.35846563696978,5.75466282270083
2020-05-21,5.61249559090047,5.53690684083681,5.33270121169434,5.71375913559129
2020-05-22,5.59205098244436,5.51180249131635,5.29927927842087,5.73230779409721
2020-05-23,5.01673189527177,5.09303029373724,4.87270126106041,5.29066228158828
2020-05-24,4.64357036261312,4.99729470094015,4.78244575476962,5.20372018188769
2020-05-25,5.89338975481326,5.76785853378922,5.56251115763471,5.96947166119422
2020-05-26,5.8578708292013,5.79310207996831,5.59222528483372,5.99791389677301
2020-05-27,5.86861922562542,5.81772788455515,5.59677427830152,6.02642267171767
2020-05-28,5.8822104904097,5.8354564434726,5.64096624463724,6.03185077315835
2020-05-29,5.90566352317203,5.87977434558781,5.66312703240624,6.06992464752017
2020-05-30,5.60516306117134,5.5978697861379,5.38475894797764,5.80632834928874
2020-05-31,5.33319811339135,5.29571699772455,5.08982629099827,5.48757056746239
2020-06-01,5.86445437644125,5.93130957381291,5.71506886297806,6.13498095064296
2020-06-02,5.89110561215067,5.91149029607775,5.69912509997273,6.11501523175991
2020-06-03,5.91182117602632,5.91855713787971,5.73104901793302,6.12803041054313
2020-06-04,5.9251569768076,5.88791672736754,5.68923424169909,6.09345639011732
2020-06-05,5.96924827458293,5.95009597276101,5.76416484713651,6.14375298043254
2020-06-06,5.65144664776961,5.65417809807484,5.45376760519621,5.85762368729235
2020-06-07,5.38102359689936,5.41599962579732,5.2178459915272,5.60677573920566
2020-06-08,5.95968195156175,5.98622996007394,5.78601041810648,6.17138717655988
2020-06-09,5.9919209670837,5.99885200702608,5.79111389868796,6.19092070217222
2020-06-10,6.00568999521732,6.00929704258505,5.81972876212829,6.21578889141656
2020-06-11,6.03082593277221,5.98443650959632,5.76996275955318,6.19004937630236
2020-06-12,6.05824461820047,5.99344857276613,5.80799727591023,6.19269832168673
2020-06-13,5.76319956770153,5.76027075323371,5.54915152582656,5.95786972110536
2020-06-14,5.54306801394025,5.6078842650148,5.40379741537707,5.7969898920142
2020-06-15,6.01405431148787,6.0441012990551,5.84584395904955,6.22531683836551
2020-06-16,6.04689798392689,6.04720310920811,5.85244161873131,6.24328575519743
2020-06-17,6.06587803816923,6.07444213574637,5.86505441468977,6.28242601639913
2020-06-18,6.08052259223189,6.05064172262757,5.83579584268854,6.24932678469036
2020-06-19,6.07442267193899,6.07677896777296,5.88093500932887,6.2769413651334
2020-06-20,5.80291261563029,5.78407168481445,5.59224289063072,5.98739077277772
2020-06-21,5.62240823296193,5.65057667276284,5.45334474289635,5.85373526884614
2020-06-22,6.1064768501229,6.12845132431067,5.91743646789276,6.33022025502638
2020-06-23,6.13034722995385,6.12991095175275,5.9253204126347,6.31926063640914
2020-06-24,6.14134945764026,6.13979661893591,5.9275052767659,6.34477538404761
2020-06-25,6.15112629985169,6.13007822345375,5.91816652975309,6.33590371155793
2020-06-26,6.12864743293726,6.11234193549572,5.92186753921668,6.29835617192015
2020-06-27,5.73526037696808,5.7026339143246,5.47856053688289,5.89628637031317
2020-06-28,5.57965104799494,5.61159105903973,5.42718210550931,5.80942475721495
2020-06-29,6.12785878639323,6.15541734490289,5.9544965017361,6.34559411513275
2020-06-30,6.16395238683542,6.15943781732116,5.95577661219884,6.37905874007602
2020-07-01,6.17939850507548,6.17666326702205,5.97815515591552,6.37804306444854
2020-07-02,6.18021682082788,6.15474970039401,5.93773441654527,6.34008288821628
2020-07-03,6.14615329736176,6.14117968494478,5.94208860347583,6.34043656623433
2020-07-04,5.71409041490015,5.68819154386215,5.49578897948572,5.88397348570451
2020-07-05,5.55699718134203,5.60806012866251,5.39814543091371,5.79862284830532
2020-07-06,6.11965124201508,6.16147135724855,5.9656242712171,6.3720201002773
2020-07-07,6.14494422528478,6.15595493508042,5.95704352354138,6.36337036269051
2020-07-08,6.15761135276522,6.15555009932712,5.95060313843362,6.35400298827035
2020-07-09,6.16642642472388,6.16205421110519,5.94921618065351,6.36977375147205
2020-07-10,6.11760244371055,6.13268279171626,5.93644773824873,6.32113275230544
2020-07-11,5.67755027836658,5.70095178316975,5.50227026472493,5.89402696510852
2020-07-12,5.52745132845854,5.30563208789936,5.09262140743024,5.52535450924886
2020-07-13,6.09636164189298,6.19133559796296,5.99281775113181,6.39419409218583
2020-07-14,6.12762722704883,6.16083430968572,5.95998118944965,6.37512084683679
2020-07-15,6.13777670331945,6.14056762781563,5.94761388383859,6.34033633343049
2020-07-16,6.13478740619976,6.10951991358813,5.91486426567912,6.30437422202957
2020-07-17,6.08375643121045,6.07672569486791,5.87722330779972,6.29819810985547
2020-07-18,5.63835681745148,5.6173277420544,5.42239056782092,5.81352472316645
2020-07-19,5.48301348016325,5.55522925306908,5.3350301021337,5.74179320174492
2020-07-20,6.05519717865885,6.09091641105768,5.88689228866156,6.29213210807701
2020-07-21,6.08034758105288,6.07071803008518,5.85592790525426,6.2783663028245
2020-07-22,6.09793174850652,6.0839958669104,5.88684526877657,6.28159403700826
2020-07-23,6.10311978390779,6.06792750449754,5.87149277286632,6.2548949370278
2020-07-24,6.05772234486992,6.04040749522428,5.84464118886935,6.24471387773807
2020-07-25,5.61139373938783,5.58876090616152,5.39955812240798,5.79640548788331
2020-07-26,5.46048351649207,5.52758322293767,5.31346200597356,5.71089442318256
2020-07-27,6.0319683177185,6.05105451931775,5.85253259328951,6.24409652516135
2020-07-28,6.06633216814618,6.04674545613543,5.86258002761785,6.23931252376199
2020-07-29,6.07761885053949,6.0587070551294,5.86841584083484,6.26071744225789
2020-07-30,6.08687684648943,6.04311262551035,5.83345748141205,6.24469712196841
2020-07-31,6.05052179311599,6.01324714207821,5.81281417537221,6.21339196966611
2020-08-01,5.58518404913908,5.54326088915971,5.35100671554641,5.72869816160255
2020-08-02,5.39476661366245,5.45560268725907,5.25384804513086,5.66579890720837
2020-08-03,5.89416179171464,5.95226906479177,5.74405695810191,6.14781404037114
2020-08-04,5.90068695185124,5.91601250601138,5.7124364907498,6.11238023698185
2020-08-05,5.89680417618688,5.88844963990076,5.6871096773303,6.08410367064647
2020-08-06,5.89093588679462,5.87346045243319,5.66271787786512,6.05889590567927
2020-08-07,5.8543366080608,5.82985523344889,5.62712877938357,6.02197631359776
2020-08-08,5.44244551039725,5.39783194239979,5.20517022429304,5.60510545953995
2020-08-09,5.30025023087564,5.34590805490429,5.1527777756423,5.55965602386307
2020-08-10,5.78481439581904,5.83192825998802,5.63310321820089,6.03661159606409
2020-08-11,5.76227576849133,5.7117079371087,5.48014652953909,5.9071627390908
2020-08-12,5.80848979999519,5.82068659173455,5.61475921309202,6.01458559411564
2020-08-13,5.80447973396485,5.80176400206164,5.60170199953807,6.00441372910983
2020-08-14,5.7817147198418,5.75660786389728,5.54558798699172,5.958526619048
2020-08-15,5.35678074716599,5.32078861454022,5.11540777111749,5.51757806584451
2020-08-16,5.28801227117994,5.35313824083294,5.16206748818903,5.55673928250243
2020-08-17,5.77170166284581,5.81023475566203,5.61410785475724,6.00313002641549
2020-08-18,5.7788699964776,5.78328332062013,5.57259913307372,5.97395142116769
2020-08-19,5.7806223333863,5.77834557222329,5.57839004587777,5.98624612879575
2020-08-20,5.79390396379408,5.76910224659185,5.55491105136552,5.95566842205083
2020-08-21,5.77079861148905,5.75559751916979,5.56278146183463,5.96529953809915
2020-08-22,5.41670336564577,5.37933931548436,5.16485469208679,5.56762688262435
2020-08-23,5.32150342057287,5.36474669932607,5.1689183723342,5.56667915689761
2020-08-24,5.83293228634687,5.86574556061832,5.67080092203668,6.06913932715034
2020-08-25,5.86997774332506,5.86263833862547,5.64736274903275,6.06591522758355
2020-08-26,5.88334126806491,5.86846285482742,5.67406231520004,6.07806724054612
2020-08-27,5.88589019409856,5.87135594769362,5.67108893345628,6.09072958475755
2020-08-28,5.89822927552752,5.88160584613921,5.67604137247818,6.08863448822544
2020-08-29,5.58007747213255,5.52302481056955,5.32898252810181,5.71679286981133
2020-08-30,5.49409773476208,5.54089222158493,5.33776558160684,5.74934313508754
2020-08-31,6.02588421127466,6.05781889838388,5.84258824209533,6.25268196555614
2020-09-01,6.08881866134315,6.10608376349326,5.90355745481243,6.30645773999548
2020-09-02,6.11482787177952,6.11432579356715,5.91494464781978,6.3310676041394
2020-09-03,6.12896393510273,6.09934251988096,5.90324411319046,6.29103628793858
2020-09-04,6.12536787322125,6.09949165632178,5.89079750681913,6.28818317647406
2020-09-05,5.72940847953961,5.68930133022619,5.48884838716486,5.89367369110043
2020-09-06,5.58640197083,5.6303788765934,5.43622300294007,5.83952144369586
2020-09-07,6.13524905534683,6.17766587894667,5.96189391674253,6.38932470691512
2020-09-08,6.1629062780904,6.17874558119873,5.9840263072654,6.38850846232876
2020-09-09,6.16654880531643,6.17995233212066,5.98192035912013,6.35940716587123
2020-09-10,6.17718443443594,6.15673245683979,5.94698367441645,6.35917618463227
2020-09-11,6.17662976812126,6.17154485412224,5.96866134094287,6.39275827259758
2020-09-12,5.76364460631908,5.73438288127914,5.50506767655703,5.93586430998826
2020-09-13,5.63178608783473,5.67384002450273,5.47635284642263,5.86740282342116
2020-09-14,6.19987230492768,6.23062907616268,6.02569885363686,6.42429263571265
2020-09-15,6.23492275636468,6.24695173665795,6.03622037181741,6.43452837870841
2020-09-16,6.24890641929438,6.249108498529,6.0368532162121,6.44416079804282
2020-09-17,6.26263561057293,6.23310621357165,6.03840924950183,6.45703963486988
2020-09-18,6.2467511344383,6.20789480854407,6.01808966849719,6.4231073586199
2020-09-19,5.82508264678917,5.75272529348335,5.54820656922255,5.96174788270825
2020-09-20,5.67589880536451,5.69933410988236,5.49998432495745,5.89573634319531
2020-09-21,6.19233418324093,6.25080739018582,6.05263287208098,6.45294802022228
2020-09-22,6.21031867135038,6.23665855638891,6.03058774535168,6.443874265638
2020-09-23,6.20704714790841,6.20241247964194,6.00551522298165,6.39018770707467
2020-09-24,6.22028447033189,6.19222186353658,5.99569810124697,6.39285872764445
2020-09-25,6.23161454411504,6.21699545431438,6.01924688208858,6.41859164792708
2020-09-26,5.77084002311901,5.69738984427444,5.49933580790703,5.89081495758022
2020-09-27,5.59960423546264,5.6155005008325,5.41013841076159,5.8317139929425
2020-09-28,6.18927400367763,6.24936224824822,6.04663941724506,6.45147172690663
2020-09-29,6.21957543374458,6.23166148451002,6.03850752099817,6.45900585220271
2020-09-30,6.23532765964387,6.25074792844796,6.04302041449806,6.44782258626546
2020-10-01,6.25708145321831,6.24059850788355,6.04131120951979,6.440862870862
2020-10-02,6.27429921430405,6.20073425952513,6.01034193926172,6.42302458170099
2020-10-03,5.63734412157813,5.62164721980576,5.42485900575756,5.82678955307797
2020-10-04,5.43166867354436,5.47008254259082,5.26356272807152,5.66765154452222
2020-10-05,6.1675560915644,6.22888089604109,6.04120028116779,6.42485157504695
2020-10-06,6.19352614364488,6.21197138064366,6.01571013211074,6.4252694703243
2020-10-07,6.20667954653423,6.19609890879639,5.99491757942557,6.39801059838605
2020-10-08,6.22059905340882,6.18273877976147,5.97650072351728,6.37908493883947
2020-10-09,6.2215688274745,6.19919034562312,5.9912136541902,6.41549659106506
2020-10-10,5.66465551328136,5.66931553628119,5.46525047523195,5.88903923712133
2020-10-11,5.54588849402583,5.55665981551059,5.35894764826823,5.75920074465837
2020-10-12,5.48661421315449,5.62950266529065,5.42486232236638,5.82948797752487
2020-10-13,6.19745869368279,6.17526824630463,5.98257919451349,6.38173158027961
2020-10-14,6.21736366873521,6.19452299289703,5.9774323331059,6.3868543813533
2020-10-15,6.22774539410752,6.18902507510273,5.97070595043142,6.39154235566525
2020-10-16,6.23718073523475,6.23303196171018,6.02978046139623,6.42798467986106
2020-10-17,5.76824282054317,5.74022407264542,5.52398190265481,5.94784885907459
2020-10-18,5.53429793694591,5.59039991036456,5.37898322232331,5.78137216579097
2020-10-19,6.19015189732798,6.24432662155428,6.04208729986733,6.45237195904353
2020-10-20,6.19452725694064,6.13602805869945,5.92705878499508,6.33127730766816
2020-10-21,6.20518687201277,6.19868305694493,6.01680360218962,6.41066223991869
2020-10-22,6.22282635195871,6.20541547946943,5.99170771151582,6.39730395624406
2020-10-23,6.24266775265618,6.27299431970928,6.05293151439357,6.47266630111696
2020-10-24,5.84461448498716,5.81029020935627,5.59936397809923,6.00628070376645
2020-10-25,5.65756242726879,5.55777792607271,5.34955175803771,5.75294549103854
2020-10-26,6.19996085522264,6.27140069575825,6.0724796820986,6.44278956707366
2020-10-27,6.22681229345753,6.25198194194199,6.06547666041099,6.44656973066464
2020-10-28,6.2403477347066,6.21427570638702,6.00948158574131,6.41055150819448
2020-10-29,6.25905814163314,6.21289520862922,6.0178541973388,6.42234945494882
2020-10-30,6.18585115928984,6.21877649119372,6.00800393112962,6.42250466202881
2020-10-31,5.81593670318719,5.80619527908136,5.60102058439264,6.01264454465159
2020-11-01,5.63723132369851,5.68276710130856,5.4759607068919,5.88133916490175
2020-11-02,5.58949392309267,5.69075239252107,5.4874335623134,5.87978020851451
2020-11-03,6.16713214154326,6.16918628040009,5.97488583880099,6.36471474863162
2020-11-04,6.18676063426474,6.18201078688961,5.97403064197191,6.38107889072189
2020-11-05,6.24737485339074,6.16523634506233,5.98265767411145,6.38160255523618
2020-11-06,6.26725881661904,6.25336266932302,6.04312905740828,6.44434999484493
2020-11-07,5.85363922408715,5.77225258394772,5.55735654318944,5.96729446719495
2020-11-08,5.6859173496174,5.71420083985229,5.51400827644115,5.91897162332533
2020-11-09,5.66624925473375,5.79000877828112,5.57893841428041,6.00583625032694
2020-11-10,6.24668043743959,6.25563988638208,6.06605703360097,6.46497462876491
2020-11-11,6.25839518741654,6.25481417987822,6.04553635508476,6.44185532136911
2020-11-12,6.26333096906964,6.23655607440767,6.03686663748106,6.43598948296486
2020-11-13,6.29276686359483,6.31539183156729,6.11999121044467,6.51488970474805
2020-11-14,5.87418739021918,5.75888112650678,5.54464373677281,5.97348135978448
2020-11-15,5.66449591860304,5.65688995454984,5.44490936955436,5.87212867377593
2020-11-16,6.21865791783226,6.28678148836924,6.08041050313986,6.49435291317036
2020-11-17,6.24292118841822,6.25421276046048,6.03892903925195,6.4523404420729
2020-11-18,6.25702783521729,6.26549264185343,6.06560725373732,6.45956640479162
2020-11-19,6.27213170180452,6.2561846623512,6.06236270516587,6.46553820831639
2020-11-20,6.29945472550424,6.32046139183257,6.12660910337574,6.52229928166284
2020-11-21,5.94410547528073,5.89418525276694,5.69700665542184,6.10201167415028
2020-11-22,5.74323520269085,5.75607472522333,5.56583924005937,5.97091633141087
2020-11-23,6.23516039765445,6.27244464839566,6.06676507666943,6.47832332234297
2020-11-24,6.25936199692498,6.27857635421641,6.07684955577833,6.477385050882
2020-11-25,6.2666885253438,6.26809692478786,6.05089060460886,6.4677456501193
2020-11-26,6.28261459980729,6.21660612957363,6.01688899640704,6.40127817329785
2020-11-27,6.30676513033415,6.27636208871817,6.08370924149997,6.49334479582772
2020-11-28,5.98303542447869,5.96519300521034,5.75642942158195,6.13969766893703
2020-11-29,5.77290481244724,5.75939206568034,5.55050942712466,5.95208043293003
2020-11-30,6.2216504668309,6.2871230196911,6.10070515261218,6.48640630213278
2020-12-01,6.24074940218588,6.28271378985258,6.09338369725627,6.47587696155872
2020-12-02,6.25511096233036,6.26343045970257,6.06725593461407,6.4637264349666
2020-12-03,6.27493083739366,6.25786635391449,6.0352210035627,6.46692091908403
2020-12-04,6.30535932093914,6.27329530438675,6.08423979831488,6.46106661497495
2020-12-05,5.88093499561273,5.85185335490902,5.6590868334969,6.04981598591035
2020-12-06,5.73500597332942,5.78732937649003,5.59965452356411,5.97691183265321
2020-12-07,5.81070756431508,5.80843174849183,5.59188054949005,6.01554738460379
2020-12-08,5.71995316093797,5.72606255663755,5.52241619235133,5.92396881764762
2020-12-09,6.19997337727362,6.25507012359807,6.05527163546453,6.45329303595444
2020-12-10,6.30142405484294,6.25630987265685,6.05505583689974,6.45366172155906
2020-12-11,6.32879154926936,6.3070368889336,6.10726988584665,6.52609023533442
2020-12-12,5.99674853270841,5.96591769034638,5.77898484151286,6.17235878976406
2020-12-13,5.76553815080594,5.78680729056356,5.59241043466534,5.9925420204588
2020-12-14,6.26560583950466,6.30020992894495,6.09593086830442,6.50079201547479
2020-12-15,6.29361002350318,6.3080124030476,6.10486831325494,6.51722935456657
2020-12-16,6.30444520378614,6.2932559473733,6.08869562356634,6.50055371939686
2020-12-17,6.325861315941,6.31195500614354,6.09434619955744,6.5238557417402
2020-12-18,6.34606711260057,6.35502261676694,6.13596006952661,6.56475655186596
2020-12-19,5.97209600785974,5.86665927799848,5.65650477776621,6.07197263886357
2020-12-20,5.81721558689382,5.86949076901408,5.66084991753524,6.08071667837623
2020-12-21,6.29759488990886,6.31491755035965,6.1088270289841,6.53000191277312
2020-12-22,6.30301659063022,6.28870278451899,6.08657126699828,6.47805485409287
2020-12-23,6.25903860322863,6.29057619289965,6.06841334523458,6.48935122588777
2020-12-24,5.91441079139557,5.8780177113033,5.6718319878223,6.06488459399734
2020-12-25,5.44743869749346,5.49504418478001,5.28107842109149,5.68024645310155
2020-12-26,5.79278885371401,5.75838455688076,5.56130058254008,5.95688482021028
2020-12-27,5.64771281579176,5.6747806275411,5.45931069460608,5.87921725536684
2020-12-28,6.12788352094166,6.14770150770148,5.95496798224789,6.35254950418772
2020-12-29,6.1617504303744,6.13535384844978,5.93764268140121,6.34621759053998
2020-12-30,6.18019326855148,6.16828677138934,5.97155872268142,6.38906119601048
2020-12-31,5.86236022838881,5.8087958562009,5.59247556470779,6.01687122756953
2021-01-01,5.34363221630882,5.4390427613378,5.23984998430468,5.64299143097545
2021-01-02,5.7919512438895,5.6702595582643,5.46548187655355,5.87139941710549
2021-01-03,5.67710650342576,5.68030492103032,5.46351962683243,5.89227280304946
2021-01-04,6.16658644694662,6.11311283588183,5.91359274377362,6.31504178182784
2021-01-05,6.1637522330208,6.04961460918381,5.84474607617199,6.23892425540758
2021-01-06,5.6802090052409,5.4735228996572,5.26170637818227,5.66362446957961
2021-01-07,6.02809262156742,5.67393198926978,5.45505986234728,5.87055606904991
2021-01-08,5.78436390555172,5.4653209470569,5.26596311525445,5.67533182059993
2021-01-09,3.53780978079523,4.33138223466392,4.11567368847706,4.55355082539311
2021-01-10,3.78404865396787,4.32290247248185,4.08689513310642,4.55937676740413
2021-01-11,4.41475159562408,4.8202223238644,4.59995788471709,5.0529558387843
2021-01-12,4.93220970984602,5.02304724632099,4.80243646488454,5.23732526677101
2021-01-13,5.34497558179995,5.29584537709906,5.10392442670254,5.48478265230762
2021-01-14,5.58033760869784,5.45890324168061,5.26550222786304,5.65035974817166
2021-01-15,5.76032550861293,5.65590237209922,5.45400669511209,5.86132451515063
2021-01-16,5.59576807701553,5.45533521742254,5.25225133718004,5.65439353018915
2021-01-17,5.41228442981363,5.38432216712486,5.17902933354644,5.56093212279733
2021-01-18,6.00611756753988,6.01169350609046,5.82582060143179,6.20315550200632
2021-01-19,6.07124407699965,6.02462826645635,5.82488494554514,6.23249584375176
2021-01-20,6.13208355102243,6.08395400790229,5.88469905336877,6.27879227359307
2021-01-21,6.17526304125163,6.14989864949997,5.93722469150293,6.3443943502087
2021-01-22,6.24066733018415,6.21999588924033,6.02917654128439,6.43066436084616
2021-01-23,5.84470222797803,5.69305471410403,5.49399744015971,5.89429997684851
2021-01-24,5.62806037054516,5.62598705049299,5.42824837870446,5.83240327248263
2021-01-25,6.18214027141393,6.22762697872631,6.02672908199144,6.43973863963623
2021-01-26,6.21188751705696,6.20493567661065,5.99338977770819,6.40286897064134
2021-01-27,6.1493683634437,6.21336827862987,6.01659856503295,6.42681643319841
2021-01-28,6.20912923651372,6.18708251604259,5.98917398147655,6.38548736816513
2021-01-29,6.2268298219809,6.22201685607802,6.00780490614499,6.42405277662019
2021-01-30,5.81294845082232,5.73237382231408,5.54229523077234,5.91250976959222
2021-01-31,5.5784589182071,5.58205336451085,5.38079145624243,5.77006892389142
2021-02-01,6.17500016733541,6.23019341848766,6.03194221193724,6.41883278195999
2021-02-02,6.19174836037158,6.19748218638279,6.00856138307018,6.40089796038925
2021-02-03,6.20428317992271,6.19964946349607,5.99834966441203,6.41111451937608
2021-02-04,6.21763359264627,6.22307678948563,6.01530775339385,6.42772875879682
